,Project ID,Project Title,Budget,Country,Country Code,Link,Donors,VF or Non-VF,Output Count,Direct Beneficiaries,GHG Emissions Reduction,description,sdgs,solution
385,102048,Home Projects WRM and Eba in Xe Bang Hieng river basin and LPB city,5579452.0,Lao PDR,LAO,https://undp-my.sharepoint.com/:b:/r/personal/benjamin_rapp_undp_org/Documents/Public/Signed%20ProDoc%20GEF%20IWRM%20Lao%20PDR.pdf?csf=1&web=1&e=RpDFpX,GEF LDCF,Non-VF,2,20000.0,0.0,,,
386,132455 ,Climate Promise II: from Pledge to Impact,540000.0,Lao PDR,LAO,https://undp-my.sharepoint.com/:w:/r/personal/benjamin_rapp_undp_org/Documents/Public/ProDoc%20CP%20II%20-%20Final%20Draft_updated250523%20Tx.docx?d=wb4fecac79120493cb018c6c063ab65b7&csf=1&web=1&e=cTjXPA,UNDP (Government of Germany),Non-VF,2,0.0,0.0,,,
387,126532.0,The ACCESS project,2700742.0,Timor-Leste,TLS,http://open.undp.org/projects/00126532,['KOREA INTERN. COOPERATION AGENCY (KOICA)'],Non-VF,3,4837.11,0.0,Acceleration Clean Energy / Access to reduce inequalities in Rural Areas of Timor-Leste,"[11, 7]",['Promote nature-based solutions for a sustainable planet']
390,145070.0,3E4Women,129875.0,Timor-Leste,TLS,http://open.undp.org/projects/00145070,['MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda)'],Non-VF,1,1000.0,0.0,"Entrepreneurship, Energy, Empowerment for Women (3E4Women) focuses on enhancing the capacity of women entrepreneurs engaged in the food business.",[],['Others']
391,1000417.0,Green Transformation ,700000.0,Timor-Leste,TLS,,Japan,Non-VF,3,678660.0,0.0,,,
392,94384.0,Sustainable Energy for All,12489640.0,United Republic of Tanzania,TZA,http://open.undp.org/projects/00094384,"['GOVERNMENT OF UNITED REPUBLIC OF TANZANI', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,0.0,0.0,The project will coordinate the implementation of theSE4ALL initiative through promoting achievement of the three SE4ALL goals,[7],['Close the energy gap']
397,141196.0,Implementation of the Tanzania Energy Efficiency Action,5410706.0,United Republic of Tanzania,TZA,http://open.undp.org/projects/00141196,"['EUROPEAN COMMISSION', 'EUROPEAN ECONOMIC COMMUNITY', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,7,0.0,0.0,"This Project is designed to contribute to achieving Energy Efficiency in households, industry and public utilities, and buildings through the implementation of the seven key Energy Efficiency actions.",[7],['Others']
399,122808.0,Energy Efficiency Renovation,1055099.0,Serbia,SRB,http://open.undp.org/projects/00122808,['Ministry of Energy (Serbia)'],Non-VF,1,6000.0,0.0,Energy Efficiency Renovation Programme of Central Government Buildings in line with the Article 5 of the Energy Efficiency Directive (2012/27/EU),"[7, 9]",['Close the energy gap']
401,6388.0,Energy Efficiency in Buildings,1505000.0,Serbia,SRB,PIMS+,,VF,6,27500.0,146000.0,,,
402,6285.0,Circular Economy in Serbia,1777000.0,Serbia,SRB,PIMS+,,VF,1,0.0,0.0,,,
403,132059.0,Rural Energy Market Transform (AREMTI),21398843.0,Afghanistan,AFG,https://open.undp.org/projects/00132059,['GREEN CLIMATE FUND'],Non-VF,1,45500.0,0.0,The project will support to transform rural renewable energy markets leading to reduced emissions and strengthen adaptive capacities of the communities around them.,[7],['Others']
406,147445.0, Sustainable Energy Services for Education and Health in Afghanistan (SESEHA),60110220.0,Afghanistan,AFG,https://open.undp.org/projects/00147445,['KREDITANSTALT FUR WIEDERAUFBAU'],Non-VF,1,1000000.0,0.0,Sustainable Energy Services for Education and Health in Afghanistan (SESEHA),[],['Others']
407,1000372.0,ABADEI 2.0,8726624.0,Afghanistan,AFG, ,Government of Japan,Non-VF,1,1188687.0,0.0,,,
408,138844.0,ABADEI 1.0 (PIP),12895159.0,Afghanistan,AFG,https://open.undp.org/projects/00138844,"Government of Japan, UNDP",Non-VF,2,168839.99999999997,0.0,,,
409,143651.0,Strengthening Community Safety Well-being and Humanitarian Security in Afghanistan ,1253880.0,Afghanistan,AFG, ,Government of Japan,Non-VF,1,6000.0,0.0,,,
410,88841.0,Afghanistan Sustainable Energy for Rural Development (ASERD),12846044.0,Afghanistan,AFG, ,"['GOVERNMENT OF REPUBLIC OF KOREA', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,1607999.9999999998,0.0,"Economic growth is accelerated to reduce vulnerabilities and poverty, strengthen the resilience of the licit economy and reduce the illicit economy in its multiple dimensions","[1, 7]","['Others', 'Keeping people out of poverty']"
418,00131399 (UNDP CO TRAC),National Human Development Report (NHDR) on Energy-Induced Vulnerabilities in the Kyrgyz Republic,164532.0,Kyrgyzstan,KGZ,https://www.undp.org/kyrgyzstan/projects/national-human-development-report-2024-energy-induced-vulnerabilities,UNDP (funded by TRAC),Non-VF,3,950.0,0.0,,,
419,104020,Electrification Rurale et Autonomisation des Femmes,6930933.0,Haiti,HTI,http://open.undp.org/projects/00104020,"['GOVERNMENT OF JAPAN', 'GOVERNMENT OF UNITED ARAB EMIRATES', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,44000.0,0.0,Ce projet contribuera au développement économique en favorisant un accès équitable aux services électriques des 3 communes reculees du departement du Nord-Est dHaiti en particulier en appui aux femmes en tete de micro entreprises.,"[13, 5, 7]",['Close the energy gap']
424,128342,Installation Pompes Solaires,1858988.0,Haiti,HTI,http://open.undp.org/projects/00128342,India,Non-VF,1,40000.0,0.0,,,
425,120474.0,Transition to sustainable energy and economy,662997.0,Prog for Palestinian People,PSE,http://open.undp.org/projects/00120474,Japan,Non-VF,4,21169.75,0.0,,,
426,117719.0,Solar Energy System for KY WWTP,2348907.0,Prog for Palestinian People,PSE,http://open.undp.org/projects/00121913,Norway,Non-VF,1,413000.0,0.0,,,
427,122659.0,Climate Action for Human Security (Regional project component),149000.0,Iraq,IRQ,http://open.undp.org/projects/00122659,['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,1,1500.0,0.0,support vulnerable critical ecosystems and climate resilient livelihoods for the people and the Government of Iraq. The project will also promote local solar solutions for expansion of education services.,"[13, 7]",['Promote nature-based solutions for a sustainable planet']
428,122627.0,Climate Action for Human Security ,922000.0,Iraq,IRQ,,SIDA,Non-VF,2,2500.0,0.0,,,
429,6487.0,Promoting Carbon Reduction Through Energy Efficiency (EE) Techniques in Iraq,3092009.0,Iraq,IRQ,PIMS+,GEF,VF,4,2800.0,531628.0,,,
430,85156.0,"Iraq Crisis Recovery and Resilience Program (ICRRP), Output 3: Resilience Of Vulnerable Communities To Climate Change Enhanced Through Access To Renewable Energy",4250000.0,Iraq,IRQ,https://open.undp.org/projects/00085156,USAID,Non-VF,7,125505.0,0.0,,,
431,125754.0,Mainstreaming Environmental Sustainability and Clean Energy Access in the 3RP: The Case for Action: Renewable Energy Training for Forcibly Displaced and Vulnerable Young Men and Women in Iraq  ,55000.0,Iraq,IRQ,,Govt. of Finland,Non-VF,1,0.0,0.0,,,
432,89459.0,Funding Facility for Stabilization,11182694.0,Iraq,IRQ,https://open.undp.org/projects/00089459,USAID,Non-VF,8,4592900.0,0.0,,,
433,116195.0,Supporting recovery and stability through local development in Iraq,6148000.0,Iraq,IRQ,,Multidonor,Non-VF,5,43100.0,0.0,,,
434,5304.0,Urban Transport,2639726.0,Philippines,PHL,PIMS+,,VF,3,0.0,0.0,,,
435,5194.0,DREAMS,5200000.0,Philippines,PHL,PIMS+,,VF,16,1926200.0,205000.0,,,
436,85377.0,Joint Programme on Charcoal,8652596.0,Somalia,SOM,http://open.undp.org/projects/00085377,"['MINISTERIO DE ENERGIA', 'UNITED NATIONS DEVELOPMENT PRO', 'United Nations Multi Partner Trust Fund for Somalia']",Non-VF,2,394695.84,0.0,This Joint Programme is in response to the UN Security Council resolution 2036 (2012) that seeks international cooperation to ban illegal exports of Charcoal from Somalia.,"[1, 13, 7]",['Close the energy gap']
443,6328.0,Somalia national child project - Africa Minigrids Program (AMP),3276147.0,Somalia,SOM,PIMS+,GEF,VF,1,66670.0,0.0,,,
444,133229.0,COVID 2.0- Beyond Recovery COVID-19,668218.0,India,IND,http://open.undp.org/projects/00133229,['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,2,25500.0,0.0,"‘Green Recovery Pathway for India is designed to be a multi-pronged project targeting 4 states focusing on promoting the one health approach, green livelihoods & jobs, social protection & transition to clean energy",[13],['Keeping people out of poverty']
446,116294.0,Energy Efficiency and Thermal Comfort in Buildings,4484357.0,India,IND,PIMS+,"Under this GEF supported project, super EE technologies will be piloted in select public, private buildings across 3 States in India. The total estimated GHG reduction potential from this pilot is estimated to be 26.6 ktCO2 per year ",Non-VF,1,0.0,0.0,,,
447,1000316.0,Scaling Solar Applications for Agricultural Use,200000.0,India,IND,,This project is being implemented in partnership with International Solar Alliance (ISA) across 10 of its member countries. Estimation : Approx. 87.84 tCO2 per year will be abated,Non-VF,1,0.0,0.0,,,
448,127730.0,JSB-NZE 2021 project ,1782418.0,India,IND,,The project support by Govt of Japan is being implemented across several States in India. The approximate GHJG emissions abated from the interventions is 778.32 tCo2 equivalent per yr,Non-VF,6,178998.0,38434.0,,,
449,1000354.0,JSB-NZE 2022 project,695057.0,India,IND,,"The project support by Govt of Japan is being implemented across several States in India. The estimated GHG emissions abated from the interventions is 92,500 tCo2 equivalent per yr (only from interventions in Steel sector. The GHG emissions abated from other interventions will be calculated based on the sizes of actual units deployed)",Non-VF,5,16500.0,92500.0,,,
450,125788,Accès aux énergies propres dans les zones rurales du Liptako Gourma,8498746.0,Mali,MLI,https://open.undp.org/projects/00134123,ASDI,Non-VF,4,360000.0,0.0,,,
451,130075 ,Femmes illuminant les chemins vers la paix,1500000.0,Mali,MLI,https://open.undp.org/projects/00125461,,Non-VF,3,1000.0,0.0,,,
452,121587,"Energie solaire, télésanté et protection sociale pour transformer la santé communautaire au Mali (SanDi)/RFF",6000000.0,Mali,MLI,,,Non-VF,3,23825.0,0.0,,,
453,129014,Africa Migrid Program,1780000.0,Mali,MLI,,GEF/UNDP,Non-VF,6,197420.0,16929.0,,,
454,124853,Ten Country: Scaling Solar Applications for Agricultural Use,200000.0,Mali,MLI,,ISA/India,Non-VF,5,0.0,0.0,,,
455,CIV10- CIV10-00131158,"Engagement des jeunes et des femmes pour la prévention des crises, la stabilité sociale, la consolidation de la paix et la réduction de la violence communautaire dans le nord de la Côte d'Ivoire",450174.24,Cote d'Ivoire,CIV,https://undp.sharepoint.com/:w:/r/teams/CIV/Archive/Unite%20Programme/Portfeuille%20gouvernance/Prodoc_PVE_RC_Version%20du%2008042022_finale.doc?d=w3ccf70e3a98f49ed99731f086fb1f089&csf=1&web=1&e=mlUAt4,Allemagne,Non-VF,1,55.0,0.0,,,
456,5989.0,Sustainable Energy Access,3540468.0,Angola,AGO,PIMS+ ,,VF,1,68444.0,0.0,,,
457,5331.0,Angola Charcoal,4620000.0,Angola,AGO,PIMS+ 5331,,VF,3,10000.0,0.0,,,
458,1000194,Strengthening Systems Approach for SDGs in Mongolia (SASiM),50000.0,Mongolia,MNG,,,Non-VF,1,0.0,0.0,,,
459,107518.0,NDC Support Project,931500.0,Thailand,THA,https://undp.sharepoint.com/:f:/r/teams/THA/IntegratedProgrammeTeam/IGSD%20Document/IGSD%20Document/Support%20document%20on%20Tracking%20the%20Energy%20Moonshot/00107518%20NDC%20Support?csf=1&web=1&e=DJOLKl,,Non-VF,1,0.0,0.0,,,
460,124794.0,"Achieving Sustainable Low Carbon Growth in the City through Electrified Urban Transport System in Thailand (E-Transport in LCC)"" UNDP-UK PACT Project",641793.0,Thailand,THA,https://undp.sharepoint.com/:f:/r/teams/THA/IntegratedProgrammeTeam/IGSD%20Document/IGSD%20Document/Support%20document%20on%20Tracking%20the%20Energy%20Moonshot/00124794%20E-Transport%20in%20LCC?csf=1&web=1&e=VaOW8z,,Non-VF,2,0.0,0.0,,,
461,6384.0,E-Mobility Strategy Peru,1784862.0,Peru,PER,PIMS+,,VF,3,0.0,178460.0,,,
462,5476.0,Green Energy SME Development Project,491740.75,Tajikistan,TJK,https://open.undp.org/projects/00097769,GEF,VF,11,3056992.0,0.0,,,
463,CKT-NGA10-2022-030,"DRILLING OF TWO (2) MIDDLE AQUIFER BOREHOLES IN BANKI POLICE BARRACK AND IMMIGRATION QUATER PREMISES BANKI, BAMA LGA BORNO STATE",29406.544502617802,Nigeria,NGA,,,Non-VF,1,52.0,0.0,,,
464,UNDP-NGA10-2022-015 ,"PROVISION AND INSTALLATION OF 160 SOLAR STREET LIGHTS AT
500 HOUSING UNIT, BANKI TOWN, BAMA LGA, BORNO STATE",48597.126701570676,Nigeria,NGA,,,Non-VF,1,0.0,0.0,,,
465,NGA10-0000026575,"PROVISION AND INSTALLATION OF 12 SOLAR STREET LIGHTS BANKI TOWN, BAMA LGA, BORNO STATE",3644.784502617801,Nigeria,NGA,,,Non-VF,1,0.0,0.0,,,
466,UNDP-NGA10-2022-016,"PROVISION AND INSTALLATION OF 145 SOLAR STREET LIGHTS AT
500 HOUSING UNIT, DAMBOA TOWN, DAMBOA LGA, BORNO STATE",44041.146073298434,Nigeria,NGA,,,Non-VF,1,0.0,0.0,,,
467,NGA10-0000026576,"SUPPLY AND INSTALLATION OF 5KVA INVERTER SYSTEM WITH SOLAR
PANEL IN PRIMARY SCHOOL, BANKI",4852.29057591623,Nigeria,NGA,,,Non-VF,1,400.0,0.0,,,
468,CKT-NGA10-2021-63,"PROVISION AND INSTALLATION OF SOLAR POWERED STREETLIGHTS AT NGARANNAM, MAFA LGA, BORNO STATE (LOT 1)",123645.6719895288,Nigeria,NGA,,,Non-VF,1,0.0,0.0,,,
469,CKT-NGA10-2021-64,"PROVISION AND INSTALLATION OF SOLAR POWERED STREETLIGHTS AT NGARANNAM, MAFA LGA, BORNO STATE (LOT 2)",123645.6719895288,Nigeria,NGA,,,Non-VF,1,0.0,0.0,,,
470,10046575,"Provision & Installation of Solar Powered Streetlights along Trench Line, Ngarannam, Mafa L.G.A, Borno State",112989.42553664921,Nigeria,NGA,,,Non-VF,1,0.0,0.0,,,
471,CKT-NGA10-2021-62,"Construction of Drilling, Installation and Reticulation of Two (2) Deep Aquifer (Underground Water Wells) Solar Driven Boreholes at Ngarannam, Mafa LGA, Borno State",128501.30890052357,Nigeria,NGA,,,Non-VF,1,2521.0,0.0,,,
472,UNDP-NGA10-2022-087,"Construction works at Primary Health Care Centre in Jajere community, Fune LGA in Yobe
State",103632.90418848167,Nigeria,NGA,,,Non-VF,1,3000.0,0.0,,,
473,NGA10-0000026603,"SUPPLY AND INSTALLATION OF 5KVA INVERTER SYSTEM WITH SOLAR
PANEL IN NGARANNAM POLICE OUTPOST MAFA LGA, BORNO STATE",6832.787958115183,Nigeria,NGA,,,Non-VF,3,150.0,0.0,,,
474,145011.0,JP Food/Energy Resilience,99070.0,Georgia,GEO,http://open.undp.org/projects/00145011,"['MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,0.0,0.0,"JP Development Emergency Modality – Response to the Global Crisis on Food, Energy, Finance . Lead: UNDP, PUNOs: ILO, FAO, UNECE",[10],"['Strengthen effective, inclusive and accountable governance']"
475,1000347.0,Renewable Energy for Sustainable Forest Management and Community Resilience in Machakhela Protected Areas,450000.0,Georgia,GEO,https://www.undp.org/georgia/projects/machakhela-forest-management,,Non-VF,5,4730.0,0.0,,,
476,101419.0,Improving Rural Development in Georgia (ENPARD 3),2000000.0,Georgia,GEO,https://www.undp.org/georgia/projects/enpard-3,,Non-VF,1,1368.0,0.0,,,
477,141162.0,Support to sustainable and climate-friendly forest management practices in Georgia  ,926659.0,Georgia,GEO,https://www.undp.org/georgia/projects/sustainable-forest-management,,Non-VF,1,171.0,0.0,,,
478,6327.0,Djibouti national child project - Africa Minigrids Program (AMP),3071347.0,Djibouti,DJI,PIMS+,GEF,VF,2,19146.0,39717.0,,,
479,6202.0,Djibouti clean energy rural mini-grids project,863242.0,Djibouti,DJI,PIMS+,GEF,VF,1,10000.0,0.0,,,
480,9691.0,"Enhancing the enabling environment for investment in renewable energy technologies in the Obock Region, Djibouti (under formulation)",1776484.0,Djibouti,DJI,PIMS+,GEF,VF,1,23786.0,0.0,,,
481,5957/ 117647,Energy Efficiency through the Development of Low-carbon RAC Technologies in Trinidad and Tobago,5152392.0,Trinidad & Tobago,TTO,https://open.undp.org/projects/00117647,,Non-VF,7,0.0,651000.0,,,
482,110728, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,2665440.0,Trinidad & Tobago,TTO,https://open.undp.org/projects/00112038,,Non-VF,5,4290.0,0.0,,,
483,TRI/SGP/OP7/YI/CORE/CC/22/09,"Improving community climate resilience in Matelot by implementing green solutions to address its electricity, water and food limitations.",26000.0,Trinidad & Tobago,TTO,,,Non-VF,1,0.0,0.0,,,
484,115022,Promoting Energy-Related Low Carbon Urban Development in Bangladesh (LCUD),3767810.0,Bangladesh,BGD,https://open.undp.org/projects/00117898,GEF,Non-VF,3,17500.0,0.0,,,
485,116395,Bangladesh Enabling Electric Vehicles Adoption (BEEVA) in the Framework of Sustainable Energy-based Transportation ,1788991.0,Bangladesh,BGD,,GEF,Non-VF,3,0.0,0.0,,,
486,93848,Adaptation Initiative for Climate Vulnerable Offshore Small Islands and Riverine Charland in Bangladesh,9212322.0,Bangladesh,BGD,https://open.undp.org/projects/00093848,Adaptation Fund,Non-VF,3,17500.0,0.0,,,
487,93426,Local Government Initiative on Climate Change (LoGIC),35200000.0,Bangladesh,BGD,https://open.undp.org/projects/00085984,"(EU-17.05m, SIDA-17.97m)",Non-VF,3,27109.500000000004,0.0,,,
488,00110796(AC Unit) & 00117012 (PMU),HCFC Phase-Out Management Plan (HPMP Stage-II) For Compliance with the 2020 and 2025 Control Targets Under the Montreal Protocol,5356014.0,Bangladesh,BGD,HPMP II (AC Unit); HPMP II (PMU),MLF,Non-VF,4,79792.0,0.0,,,
489,134586,Climate Promise: From Pledge to Impact,475000.0,Bangladesh,BGD,,Government of Germany,Non-VF,1,0.0,0.0,,,
490,93849,Improved Cooking Stoves in CHT area (under A2I project),150000.0,Bangladesh,BGD,https://open.undp.org/projects/00093849,"Government of Bangladesh-50 million, Other donors (Gate Foundation, FB, Vital strategy, etc.): 9 million)",Non-VF,5,27973.3,0.0,,,
491,106912,Bangladesh: First Biennial Update Report to the UNFCCC,489000.0,Bangladesh,BGD,https://open.undp.org/projects/00105918,GEF,Non-VF,1,0.0,0.0,,,
492,104187,(Suspended until Nov 2023) Rural Renewable Energy,4934228.0,Myanmar,MMR,https://open.undp.org/projects/00104187,['Global Environment Fund Truste'],Non-VF,3,50575.0,20508.0,Facilitate expansion of rural renewable energy services and productive applications in Myanmar,[13],['Promote nature-based solutions for a sustainable planet']
493,111777,Governance for Resilience and Sustainability Project ,716641.0,Myanmar,MMR,https://open.undp.org/projects/00111777,,Non-VF,3,6979.879999999999,0.0,,,
494,missing-MMR-1,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",1348200.0,Myanmar,MMR,,in search of donor,Non-VF,22,55362.0,0.0,,,
495,112026,Promoting the use of solar technologies for agricultural and rural development in Cambodia and Myanmar,2285334.0,Myanmar,MMR,,"Ministry of Agriculture, Food and Rural Affairs (MAFRA), Republic of Korea",Non-VF,1,0.0,0.0,,,
496,100551.0,"Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires",2317196.0,Argentina,ARG,http://open.undp.org/projects/00100551,"['ARG-GOBIERNO', 'UNITED NATIONS DEVELOPMENT PRO', 'UZB-COMMITTEE OF STATE PROPERT']",Non-VF,1,0.0,0.0,"Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","[7, 8, 9]","['Strengthen effective, inclusive and accountable governance']"
502,129530.0,Modernización del Banco de la Nación Argentina,4235601.0,Argentina,ARG,http://open.undp.org/projects/00129530,['ARG-GOBIERNO'],Non-VF,1,0.0,0.0,Modernización del Banco de la Nación Argentina: integridad y eficiencia al servicio del Desarrollo Humano.,"[11, 16]","['Strengthen effective, inclusive and accountable governance']"
505,96640.0,Modelos de negocios para la producción de biogas,2779849.0,Argentina,ARG,https://open.undp.org/projects/00096640,['Global Environment Fund Truste'],Non-VF,3,0.0,0.0,"El Proyecto prevé demostrar el potencial del biogás, con énfasis en el gas procedente de rellenos sanitarios, para la generación de energía a partir de residuos sólidos municipales orgánicos en centros urbanos medianos en la Argentina","[1, 12, 13, 7]",['Keeping people out of poverty']
511,116913.0,implement & update NDC in energy&indust-process sectors,792240.0,Tunisia,TUN,http://open.undp.org/projects/00120928,"Name oF Donor: GOVERNMENT OF GERMANY  and   GOVERNMENT OF TUNISIA

UNDP|04000|TRAC (Lines 1.1.1 and 1.1.2)|00012|UNITED NATIONS DEVELOPMENT PRO
                                                                                                                                                                                                                                                                                                 DOnor ID: 28310/12711
3000/00117
",Non-VF,8,0.0,0.0,,,
512,6686.0,Towards Sustainable cities in Tunisia,846906.0,Tunisia,TUN,https://co.pims.undp.org/project/view?id=6686,UNDP|04000|TRAC (Lines 1.1.1 and 1.1.2)|00012|UNITED NATIONS DEVELOPMENT PRO             UNDP|62000|GEF Voluntary Contribution |10003|Global Environment Fund Truste,VF,1,0.0,0.0,,,
513,136365.0,EE and Retrofits in Turkestan Secondary School,304251.0,Kazakhstan,KAZ,http://open.undp.org/projects/00136365,['AgipCaspian Sea B.V.'],Non-VF,1,0.0,0.0,Scaling-up the Energy Efficiency/Energy Saving and Retrofits in the Secondary School of the Turkestan Region of Kazakhstan,[13],['Keeping people out of poverty']
515,130007.0,Attracting investors in the field of energy efficiency,2425796.0,Kazakhstan,KAZ,http://open.undp.org/projects/00130007,['GOVERNMENT OF KAZAKHSTAN'],Non-VF,1,4500.0,0.0,"The Project aims to advance energy efficiency of buildings, infrastructure, and other facilities by attracting investment from investors and financial institutions to small and medium-sized enterprises.","[7, 9]",['Keeping people out of poverty']
517,112788.0,"Forest Carbon Offset Mechanisms, Bitfury initiative",1214842.0,Kazakhstan,KAZ,http://open.undp.org/projects/00112788,['Bitfury V.B.LLP'],Non-VF,2,0.0,5000000.0,Assistance to the Republic of Kazakhstan in fulfilling international obligations to reduce greenhouse gas emissions by reducing the carbon footprint of electricity suppliers for the leading technology company Bitfury,"[1, 15]",['Promote nature-based solutions for a sustainable planet']
521,5703.0,UNEP Efficient Appliances Global PFD,3500000.0,Kazakhstan,KAZ,PIMS+,,VF,4,4481500.0,0.0,,,
522,5490.0,De-risking Renewable Energy Investment,4510000.0,Kazakhstan,KAZ,PIMS+,,VF,4,167250.0,0.0,,,
523,4670.0,Urban NAMA,5930000.0,Kazakhstan,KAZ,PIMS+,,VF,1,0.0,0.0,,,
524,125105.0,"Just transition – green biofuel to benefit women in rural areas of 
Kazakhstan.",300000.0,Kazakhstan,KAZ,https://open.undp.org/projects/00125105,"['GOVERNMENT OF KAZAKHSTAN', 'Romanian Agency for International Development Cooperation', 'The Coca-Cola Foundation', 'UNDP Funding Windows', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2,0.0,0.0,Engagement facility is aimed to provide a rapid and flexible response mechanism to support upstream policy results and test innovations with scaling-up potential.,"[1, 12, 13, 15, 16, 17, 7, 9]","['Others', 'Keeping people out of poverty', 'Strengthen effective, inclusive and accountable governance', 'Promote nature-based solutions for a sustainable planet', 'Strenghten gender equality and the empowerment of women and girls']"
528,4283.0,GTALCC,4354794.0,Malaysia,MYS,PIMS+,,VF,3,0.0,346442.0,,,
529,5885.0,Low Carbon project,2912702.0,Guinea-Bissau,GNB,PIMS+,,VF,4,46930.0,284181.0,,,
530,136664.0,Energy efficiency for improved air quality in Pljevlja,608124.0,Montenegro,MNE,http://open.undp.org/projects/00136664,"['Municipality of Pljevlja, Montenegro', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,0.0,0.0,"Energy efficiency for improved air quality in Pljevlja will enable development and implementation of an inclusive, long-term program to subsidize energy efficiency measures, and the development of a local Environment Protection Action Plan.","[11, 13, 9]",['Keeping people out of poverty']
532,103520.0,Private Sector in Dev.Coopera (RMF Just Transition),120950.0,Montenegro,MNE,Public and Private Finance for Development | UNDP Transparency Portal,"Slovak Ministry of Finance, Municipality Pljevlja",Non-VF,2,0.0,0.0,,,
533,6249,Green Sharm El Sheikh,6212694.0,Egypt,EGY,PIMS+,GEF,VF,1,17500.0,0.0,,,
534,4998,Grid-connected Small-Scale Photovoltaic Syste,3536364.0,Egypt,EGY,PIMS+,GEF,VF,1,315000.0,0.0,,,
535,130275,Promote small-scale PV-UNDP-EGY,1103288.0,Egypt,EGY,Quantum ,Japan,Non-VF,1,22750.0,0.0,,,
536,130610,Multilateral Support to COP27,1500000.0,Egypt,EGY,Qunatum,EU,Non-VF,1,26250.0,0.0,,,
537,132688,Projet d’Electrification  Rurale en Zones Isolées (PERZI),329490000.0,Mauritania,MRT,,"Gouvernment, UNDP, ",Non-VF,1,600000.0,0.0,,,
538,131201,Paix Verte,157000.0,Mauritania,MRT,,PBF,Non-VF,1,1730.9999999999998,0.0,,,
